InvoiceID,SupplierID,POID,InvoiceDate,Amount,AmountEUR,Status,Currency,EUR_PLN,EUR_USD,FX_to_EUR_Inv,PaymentID,PaymentDate,PaymentAmount,PaymentAmountEUR
INV705690,57,PO705690,2024-05-05,1017938.77,236647.4,Matched,PLN,4.3015,1.0795,0.2324770428920144,PAY705690,2024-06-16,1017938.77,234986.67
INV705691,136,PO705691,2025-01-29,236882.27,236882.27,Matched,EUR,,,1.0,PAY705691,2025-03-15,236882.27,
INV705693,220,PO705693,2025-02-16,1286450.66,,Matched,PLN,,,,PAY705693,,,
INV705694,58,PO705694,2025-03-12,100632.68,100632.68,Matched,EUR,,,1.0,PAY705694,2025-04-17,100632.68,
INV705695,81,PO705695,2023-10-05,36293.66,36293.66,Matched,EUR,4.3258,1.1121,1.0,PAY705695,2023-11-03,35749.26,35749.26
INV705696,162,PO705696,2022-11-02,223069.38,51832.0,Matched,PLN,4.3037,1.0798,0.2323582034063712,PAY705696,2022-12-14,223069.38,52547.5
INV705697,103,PO705697,2023-11-05,740333.85,171994.67,Matched,PLN,4.3044,1.0691,0.232320416318186,PAY705697,2023-12-05,740333.85,171548.3
INV705698,203,PO705698,2024-11-21,156781.96,156781.96,Matched,EUR,4.2979,1.0698,1.0,PAY705698,2025-01-14,156781.96,
INV705699,201,PO705699,2022-07-26,1054647.65,245718.33,Matched,PLN,4.2921,1.1315,0.2329861839192936,PAY705699,2022-09-08,1054647.65,243984.56
INV705701,117,PO705701,2024-04-03,39273.29,39273.29,Mismatch,EUR,4.2905,1.1158,1.0,PAY705701,2024-05-26,39273.29,39273.29
INV705702,180,PO705702,2023-05-22,385627.43,90376.49,Matched,PLN,4.2669,1.0782,0.2343621833180998,PAY705702,2023-07-07,385627.43,89505.95
INV705703,126,PO705703,2023-04-29,43727.04,10178.55,Matched,PLN,4.296,1.1003,0.2327746741154562,PAY705703,2023-05-30,43727.04,10182.58
INV705704,33,PO705704,2022-09-28,1005335.23,230740.24,Matched,PLN,4.357,1.0634,0.2295157218269451,PAY705704,2022-11-04,1005335.23,232393.72
INV705705,51,PO705705,2022-11-16,5217.87,5217.87,Matched,EUR,4.2748,1.0963,1.0,PAY705705,2022-12-25,5217.87,5217.87
INV705706,125,PO705706,2025-01-29,524838.02,,Matched,PLN,,,,PAY705706,,,
INV705707,15,PO705707,2024-09-28,36577.83,36577.83,Matched,EUR,4.3215,1.0912,1.0,PAY705707,2024-11-18,36577.83,36577.83
INV705708,68,PO705708,2023-05-13,187867.31,170695.36,Matched,USD,4.3273,1.1006,0.908595311648192,PAY705708,,,
INV705709,77,PO705709,2024-08-01,135791.04,135791.04,Matched,EUR,4.3634,1.1259,1.0,PAY705709,,,
INV705710,9,PO705710,2024-09-11,14821.41,14821.41,Matched,EUR,4.2903,1.0651,1.0,PAY705710,2024-10-29,14821.41,14821.41
INV705712,89,PO705712,2025-01-02,233457.88,,Matched,USD,,,,PAY705712,,,
INV705713,141,PO705713,2023-03-26,273285.91,273285.91,Matched,EUR,4.338,1.0823,1.0,PAY705713,2023-05-14,273285.91,273285.91
INV705714,22,PO705714,2023-03-29,136418.8,136418.8,Matched,EUR,4.2278,1.0796,1.0,PAY705714,2023-04-21,136418.8,136418.8
INV705715,106,PO705715,2022-11-29,461253.67,106154.9,Matched,PLN,4.3451,1.0748,0.2301443004763986,PAY705715,2023-01-03,461253.67,105306.65
INV705716,35,PO705716,2022-06-24,963311.16,227560.98,Matched,PLN,4.2332,1.0939,0.2362279126901634,PAY705716,2022-07-31,963311.16,221517.04
INV705717,232,PO705717,2022-04-08,666273.38,156061.5,Matched,PLN,4.2693,1.0693,0.2342304359028412,PAY705717,2022-05-23,666273.38,156674.36
INV705718,73,PO705718,2024-09-19,714387.66,168463.82,Matched,PLN,4.2406,1.1027,0.2358156864594633,PAY705718,2024-11-05,714387.66,165735.82
INV705719,204,PO705719,2023-05-09,525941.66,120722.96,Mismatch,PLN,4.3566,1.1204,0.2295367947481981,PAY705719,2023-06-13,525941.66,122685.78
INV705720,98,PO705720,2022-11-23,135405.58,31620.56,Mismatch,PLN,4.2822,1.1289,0.2335248236887581,PAY705720,2023-01-19,135405.58,31900.67
INV705721,33,PO705721,2024-08-13,436427.06,101683.84,Matched,PLN,4.292,1.093,0.2329916123019571,PAY705721,2024-09-30,436427.06,103973.09
INV705722,101,PO705722,2023-08-09,103104.86,103104.86,Matched,EUR,4.2904,1.0589,1.0,PAY705722,2023-09-20,103104.86,103104.86
INV705723,111,PO705723,2024-03-27,40139.11,40139.11,Matched,EUR,4.2297,1.1109,1.0,PAY705723,2024-05-03,40139.11,40139.11
INV705724,117,PO705724,2024-01-17,132959.03,132959.03,Matched,EUR,4.2849,1.0687,1.0,PAY705724,2024-02-25,132959.03,132959.03
INV705725,164,PO705725,2022-11-22,183146.21,183146.21,Matched,EUR,4.386,1.0622,1.0,PAY705725,2022-12-19,183146.21,183146.21
INV705726,197,PO705726,2023-12-08,188736.68,44348.11,Matched,PLN,4.2558,1.0775,0.2349734480003759,PAY705726,2024-01-10,188736.68,44249.33
INV705727,248,PO705727,2024-05-30,24992.94,5786.21,Matched,PLN,4.3194,1.0799,0.2315136361531694,PAY705727,2024-06-22,24992.94,5825.18
INV705728,48,PO705728,2024-07-27,167511.47,167511.47,Matched,EUR,4.3237,1.0806,1.0,PAY705728,2024-08-23,167511.47,167511.47
INV705730,69,PO705730,2024-05-22,14859.55,3468.86,Mismatch,PLN,4.2837,1.0759,0.2334430515675701,PAY705730,2024-07-01,14859.55,3476.24
INV705731,244,PO705731,2023-03-14,114674.78,114674.78,Matched,EUR,4.3062,1.1393,1.0,PAY705731,2023-04-25,114674.78,114674.78
INV705732,196,PO705732,2022-07-28,107338.68,107338.68,Matched,EUR,4.4542,1.0702,1.0,PAY705732,2022-09-15,107338.68,107338.68
INV705733,244,PO705733,2023-01-21,247366.62,247366.62,Matched,EUR,4.2946,1.0855,1.0,PAY705733,2023-03-06,247366.62,247366.62
INV705734,33,PO705734,2024-06-02,738519.66,174930.04,Matched,PLN,4.2218,1.0809,0.2368657918423421,PAY705734,2024-07-12,738519.66,170456.46
INV705735,129,PO705735,2022-11-14,1064736.34,249393.66,Mismatch,PLN,4.2693,1.115,0.2342304359028412,PAY705735,2023-01-13,1064736.34,243847.64
INV705736,163,PO705736,2024-04-26,75113.62,17809.99,Mismatch,PLN,4.2175,1.0885,0.2371072910491997,PAY705736,2024-06-18,75113.62,17556.88
INV705737,88,PO705737,2023-05-13,210012.16,210012.16,Matched,EUR,4.3273,1.1006,1.0,PAY705737,2023-06-30,210012.16,210012.16
INV705738,121,PO705738,2024-09-10,279013.94,264192.73,Matched,USD,4.3264,1.0561,0.9468800303001608,PAY705738,2024-10-08,279013.94,258346.24
INV705739,91,PO705739,2024-08-18,879176.53,205295.16,Matched,PLN,4.2825,1.1021,0.2335084646818447,PAY705739,2024-10-09,879176.53,205189.75
INV705740,181,PO705740,2023-02-26,303675.31,303675.31,Mismatch,EUR,4.2899,1.0831,1.0,PAY705740,,,
INV705741,31,PO705741,2022-11-12,1571793.06,373400.74,Matched,PLN,4.2094,1.0647,0.2375635482491566,PAY705741,2023-01-09,1571793.06,372957.73
INV705742,9,PO705742,2024-01-28,216489.34,216489.34,Matched,EUR,4.2775,1.1176,1.0,PAY705742,2024-03-08,216489.34,216489.34
INV705743,173,PO705743,2023-10-16,261101.84,61102.18,Matched,PLN,4.2732,1.096,0.2340166619863334,PAY705743,2023-12-01,261101.84,62436.17
INV705744,200,PO705744,2023-11-30,142208.98,142208.98,Matched,EUR,4.3794,1.0762,1.0,PAY705744,2024-01-22,142208.98,142208.98
INV705745,115,PO705745,2024-01-27,6563.7,6563.7,Matched,EUR,4.2084,1.1048,1.0,PAY705745,2024-03-02,6563.7,6563.7
INV705747,26,PO705747,2022-12-26,801754.09,188625.83,Matched,PLN,4.2505,1.0931,0.2352664392424421,PAY705747,2023-01-25,801754.09,194392.9
INV705748,159,PO705748,2023-01-29,838214.36,200438.64,Matched,PLN,4.1819,1.0885,0.2391257562352041,PAY705748,2023-03-03,838214.36,197584.89
INV705749,108,PO705749,2024-04-02,104695.94,104695.94,Matched,EUR,4.2911,1.1368,1.0,PAY705749,2024-04-30,104695.94,104695.94
INV705750,187,PO705750,2024-11-07,25566.28,25566.28,Matched,EUR,4.3428,1.0639,1.0,PAY705750,2024-12-16,25566.28,25566.28
INV705751,132,PO705751,2023-03-06,123403.54,123403.54,Matched,EUR,4.298,1.0667,1.0,PAY705751,2023-04-24,123403.54,123403.54
INV705752,31,PO705752,2023-04-21,443197.77,105067.98,Mismatch,PLN,4.2182,1.1008,0.2370679436726565,PAY705752,2023-05-30,443197.77,103206.06
INV705754,72,PO705754,2024-10-04,318332.04,318332.04,Matched,EUR,4.2653,1.11,1.0,PAY705754,2024-11-04,318332.04,318332.04
INV705755,96,PO705755,2024-12-11,309065.64,72606.86,Matched,PLN,4.2567,1.0733,0.2349237672375314,PAY705755,2025-01-14,309065.64,
INV705756,220,PO705756,2024-05-31,6308.52,1496.54,Mismatch,PLN,4.2154,1.109,0.2372254115860891,PAY705756,2024-07-23,6308.52,1452.07
INV705757,221,PO705757,2024-09-14,277542.88,64656.12,Matched,PLN,4.2926,1.0637,0.2329590457997483,PAY705757,2024-10-29,277542.88,64861.62
INV705758,142,PO705758,2023-09-06,214774.64,49618.72,Mismatch,PLN,4.3285,1.0838,0.231026914635555,PAY705758,2023-11-05,214774.64,49896.53
INV705759,139,PO705759,2023-09-14,580180.21,135711.49,Matched,PLN,4.2751,1.1093,0.233912657013871,PAY705759,2023-10-26,580180.21,136416.7
INV705760,188,PO705760,2024-12-16,355661.52,83145.11,Matched,PLN,4.2776,1.0889,0.2337759491303535,PAY705760,2025-01-17,355661.52,
INV705761,91,PO705761,2023-10-19,62982.66,14797.86,Matched,PLN,4.2562,1.0677,0.234951365067431,PAY705761,2023-11-27,62982.66,15031.66
INV705762,235,PO705762,2025-01-15,1090195.89,,Matched,PLN,,,,PAY705762,,,
INV705763,190,PO705763,2024-06-08,635921.0,149403.49,Matched,PLN,4.2564,1.0927,0.23494032515741,PAY705763,2024-07-27,635921.0,147077.97
INV705764,62,PO705764,2023-01-11,403525.47,94081.62,Matched,PLN,4.2891,1.1258,0.2331491455083817,PAY705764,2023-02-25,403525.47,94869.04
INV705765,74,PO705765,2023-09-21,1211045.48,285139.73,Matched,PLN,4.2472,1.0743,0.2354492371444716,PAY705765,2023-11-03,1211045.48,282776.16
INV705766,227,PO705766,2022-08-13,437991.82,102499.78,Mismatch,PLN,4.2731,1.0801,0.2340221384943015,PAY705766,2022-09-08,437991.82,101326.01
INV705767,186,PO705767,2022-05-03,562839.74,130465.16,Matched,PLN,4.3141,1.0891,0.2317980575322779,PAY705767,2022-06-29,562839.74,130262.85
INV705768,115,PO705768,2022-03-18,63913.99,63913.99,Matched,EUR,4.2932,1.0835,1.0,PAY705768,2022-05-13,63913.99,63913.99
INV705769,229,PO705769,2022-03-17,300586.55,300586.55,Matched,EUR,4.4483,1.1094,1.0,PAY705769,,,
INV705770,40,PO705770,2022-05-31,239009.06,239009.06,Matched,EUR,4.1619,1.0996,1.0,PAY705770,2022-07-08,239009.06,239009.06
INV705771,96,PO705771,2022-09-17,540610.62,128824.17,Matched,PLN,4.1965,1.0541,0.2382938162754676,PAY705771,2022-10-23,540610.62,126657.13
INV705772,230,PO705772,2022-10-26,207644.91,190587.34,Matched,USD,4.2438,1.0895,0.9178522257916476,PAY705772,2023-01-03,207644.91,188699.48
INV705773,84,PO705773,2024-03-26,1038288.78,246665.43,Matched,PLN,4.2093,1.0464,0.2375691920271779,PAY705773,2024-04-15,1038288.78,246747.49
INV705776,213,PO705776,2024-08-26,10505.1,10505.1,Mismatch,EUR,4.2951,1.0918,1.0,PAY705776,2024-10-15,10505.1,10505.1
INV705777,59,PO705777,2023-12-04,625686.75,143089.34,Matched,PLN,4.3727,1.0949,0.2286916550415075,PAY705777,2024-01-16,625686.75,147926.98
INV705779,139,PO705779,2023-12-18,788087.97,181716.89,Mismatch,PLN,4.3369,1.0905,0.2305794461481703,PAY705779,,,
INV705780,60,PO705780,2023-10-12,177198.28,165652.31,Matched,USD,4.3068,1.0697,0.9348415443582312,PAY705780,2023-11-17,177198.28,161736.29
INV705781,90,PO705781,2023-02-10,363516.5,84935.75,Matched,PLN,4.2799,1.0945,0.2336503189326853,PAY705781,,,
INV705782,65,PO705782,2022-07-26,686558.25,159958.59,Matched,PLN,4.2921,1.1315,0.2329861839192936,PAY705782,2022-09-16,686558.25,160437.05
INV705783,69,PO705783,2023-12-11,441030.0,101209.38,Matched,PLN,4.3576,1.1287,0.2294841196989168,PAY705783,2024-01-25,441030.0,104198.37
INV705784,60,PO705784,2024-04-25,6475.22,5847.23,Matched,USD,4.3154,1.1074,0.9030160736861116,PAY705784,2024-06-01,6475.22,5779.9
INV705785,163,PO705785,2025-03-04,820510.96,,Matched,PLN,,,,PAY705785,2025-05-06,820510.96,
INV705786,72,PO705786,2023-06-05,78976.07,78976.07,Matched,EUR,4.2582,1.0704,1.0,PAY705786,2023-08-02,78976.07,78976.07
INV705787,193,PO705787,2023-05-08,314648.07,297118.1,Matched,USD,4.2687,1.059,0.9442870632672332,PAY705787,2023-06-21,314648.07,282271.53
INV705788,196,PO705788,2023-02-04,55089.7,55089.7,Matched,EUR,4.3151,1.0966,1.0,PAY705788,2023-04-09,55089.7,55089.7
INV705790,161,PO705790,2022-12-18,1145430.29,266199.61,Matched,PLN,4.3029,1.0927,0.2324014037044783,PAY705790,2023-01-22,1145430.29,269265.92
INV705791,160,PO705791,2025-01-03,213874.72,213874.72,Matched,EUR,,,1.0,PAY705791,2025-02-22,213874.72,
INV705793,125,PO705793,2024-09-14,539203.48,125612.33,Matched,PLN,4.2926,1.0637,0.2329590457997483,PAY705793,2024-10-16,539203.48,127622.13
INV705794,126,PO705794,2023-08-04,354586.68,83874.23,Matched,PLN,4.2276,1.0707,0.236540826946731,PAY705794,2023-10-02,354586.68,82377.73
INV705795,140,PO705795,2023-12-05,215546.12,215546.12,Matched,EUR,4.3156,1.1153,1.0,PAY705795,2024-01-09,215546.12,215546.12
INV705796,203,PO705796,2022-09-08,142537.12,142537.12,Matched,EUR,4.3226,1.0961,1.0,PAY705796,2022-10-24,142537.12,142537.12
INV705797,77,PO705797,2023-12-19,115759.27,115759.27,Matched,EUR,4.1994,1.0546,1.0,PAY705797,2024-02-15,115759.27,115759.27
INV705798,219,PO705798,2022-12-06,163349.23,163349.23,Mismatch,EUR,4.2993,1.1265,1.0,PAY705798,2022-12-31,163349.23,163349.23
INV705799,112,PO705799,2023-07-17,184558.22,184558.22,Matched,EUR,4.2902,1.0944,1.0,PAY705799,2023-08-28,184558.22,184558.22
INV705800,190,PO705800,2024-09-25,902257.37,209710.25,Matched,PLN,4.3024,1.066,0.2324284120490889,PAY705800,2024-10-31,902257.37,207234.45
INV705801,128,PO705801,2024-04-04,201507.61,201507.61,Matched,EUR,4.2747,1.0903,1.0,PAY705801,2024-05-30,201507.61,201507.61
INV705802,242,PO705802,2022-07-05,44287.79,44287.79,Mismatch,EUR,4.2304,1.0881,1.0,PAY705802,2022-08-23,44287.79,44287.79
INV705803,157,PO705803,2023-11-18,565623.71,134154.86,Matched,PLN,4.2162,1.0732,0.2371803994117926,PAY705803,2023-12-30,565623.71,130656.19
INV705805,79,PO705805,2023-05-28,146001.78,131521.29,Matched,USD,4.2962,1.1101,0.9008197459688316,PAY705805,2023-06-22,146001.78,130254.06
INV705806,215,PO705806,2024-01-10,306673.1,71899.54,Matched,PLN,4.2653,1.099,0.2344500972967904,PAY705806,2024-02-20,306673.1,71743.11
INV705807,89,PO705807,2022-05-28,140447.18,124897.45,Mismatch,USD,4.4101,1.1245,0.8892841262783459,PAY705807,2022-06-27,140447.18,130612.09
INV705808,129,PO705808,2023-06-11,724505.73,168505.38,Matched,PLN,4.2996,1.0691,0.2325797748627779,PAY705808,2023-08-07,724505.73,171879.32
INV705809,35,PO705809,2023-01-04,779692.32,180163.21,Matched,PLN,4.3277,1.098,0.2310696212768907,PAY705809,2023-02-12,779692.32,181979.77
INV705810,148,PO705810,2023-11-18,1018980.15,241682.12,Matched,PLN,4.2162,1.0732,0.2371803994117926,PAY705810,2023-12-16,1018980.15,231092.7
INV705811,2,PO705811,2023-06-12,143357.21,143357.21,Matched,EUR,4.276,1.0663,1.0,PAY705811,2023-07-23,143357.21,143357.21
INV705812,191,PO705812,2023-01-29,587421.24,140467.55,Matched,PLN,4.1819,1.0885,0.2391257562352041,PAY705812,2023-03-28,587421.24,135644.31
INV705813,146,PO705813,2023-11-25,56514.91,13133.84,Matched,PLN,4.303,1.0941,0.232396002788752,PAY705813,2024-01-21,56514.91,13382.33
INV705815,181,PO705815,2023-11-17,175386.84,175386.84,Matched,EUR,4.335,1.0956,1.0,PAY705815,2023-12-11,175386.84,175386.84
INV705816,241,PO705816,2023-07-15,152805.8,152805.8,Matched,EUR,4.3384,1.0783,1.0,PAY705816,2023-09-11,152805.8,152805.8
INV705817,95,PO705817,2024-12-14,63685.26,14930.67,Matched,PLN,4.2654,1.1028,0.2344446007408449,PAY705817,2025-02-13,63685.26,
INV705818,153,PO705818,2023-10-09,141149.42,132946.61,Matched,USD,4.2987,1.0617,0.941885655081473,PAY705818,2023-10-30,141149.42,128096.4
INV705819,217,PO705819,2023-01-04,204894.44,204894.44,Matched,EUR,4.3277,1.098,1.0,PAY705819,2023-02-13,204894.44,204894.44
INV705820,80,PO705820,2023-11-12,51112.22,51112.22,Matched,EUR,4.2542,1.1065,1.0,PAY705820,2024-01-07,51112.22,51112.22
INV705821,54,PO705821,2022-12-02,147825.3,147825.3,Matched,EUR,4.2993,1.1104,1.0,PAY705821,2023-01-24,147825.3,147825.3
INV705822,76,PO705822,2023-01-12,172307.31,172307.31,Matched,EUR,4.2111,1.0853,1.0,PAY705822,2023-02-09,172307.31,172307.31
INV705823,250,PO705823,2024-06-02,644315.47,152616.29,Matched,PLN,4.2218,1.0809,0.2368657918423421,PAY705823,2024-06-30,644315.47,150312.72
INV705824,13,PO705824,2022-08-13,45894.89,10740.42,Matched,PLN,4.2731,1.0801,0.2340221384943015,PAY705824,,,
INV705825,83,PO705825,2022-08-24,47454.05,47454.05,Matched,EUR,4.3067,1.12,1.0,PAY705825,2022-10-09,47454.05,47454.05
INV705826,191,PO705826,2022-07-12,29255.84,6707.9,Matched,PLN,4.3614,1.1088,0.2292841748062548,PAY705826,,,
INV705827,73,PO705827,2024-11-04,804677.48,188944.65,Matched,PLN,4.2588,1.108,0.2348079271156194,PAY705827,2024-12-21,804677.48,190037.9
INV705828,213,PO705828,2023-07-11,107767.13,107767.13,Matched,EUR,4.2484,1.1022,1.0,PAY705828,2023-08-16,107767.13,107767.13
INV705829,99,PO705829,2023-11-22,42967.58,42967.58,Matched,EUR,4.2783,1.0897,1.0,PAY705829,2023-12-27,42967.58,42967.58
INV705830,41,PO705830,2022-11-14,77218.38,77218.38,Matched,EUR,4.2693,1.115,1.0,PAY705830,2023-01-24,77218.38,77218.38
INV705831,171,PO705831,2024-08-14,432270.07,101835.2,Matched,PLN,4.2448,1.0935,0.2355823595929137,PAY705831,2024-09-19,432270.07,101936.06
INV705832,223,PO705832,2023-01-26,18056.1,18056.1,Matched,EUR,4.2366,1.0627,1.0,PAY705832,2023-03-20,18056.1,18056.1
INV705833,84,PO705833,2024-06-10,531763.71,125876.13,Matched,PLN,4.2245,1.1048,0.2367144040714877,PAY705833,2024-07-19,521128.44,120483.77
INV705834,152,PO705834,2022-06-14,49695.35,11547.39,Mismatch,PLN,4.3036,1.0935,0.2323636025652941,PAY705834,2022-08-04,49695.35,11632.53
INV705835,123,PO705835,2025-01-08,368078.89,368078.89,Matched,EUR,,,1.0,PAY705835,,,
INV705836,65,PO705836,2024-08-19,445577.65,102662.93,Matched,PLN,4.3402,1.1066,0.2304041288419888,PAY705836,2024-09-30,445577.65,106153.1
INV705837,250,PO705837,2024-12-03,608631.03,140802.07,Matched,PLN,4.3226,1.1087,0.2313422477212788,PAY705837,2024-12-30,608631.03,140603.65
INV705839,168,PO705839,2022-03-17,139847.58,139847.58,Matched,EUR,4.4483,1.1094,1.0,PAY705839,2022-05-02,139847.58,139847.58
INV705841,178,PO705841,2024-01-10,235477.1,235477.1,Matched,EUR,4.2653,1.099,1.0,PAY705841,2024-02-07,235477.1,235477.1
INV705842,87,PO705842,2022-10-11,167896.43,39874.7,Matched,PLN,4.2106,1.0585,0.2374958438227331,PAY705842,2022-11-09,164538.5,38697.64
INV705843,58,PO705843,2024-01-27,81249.28,81249.28,Matched,EUR,4.2084,1.1048,1.0,PAY705843,2024-03-04,81249.28,81249.28
INV705844,185,PO705844,2022-07-27,388084.95,91346.35,Mismatch,PLN,4.2485,1.0919,0.2353771919501,PAY705844,2022-09-13,388084.95,91477.69
INV705845,179,PO705845,2023-07-23,381228.31,86887.66,Mismatch,PLN,4.3876,1.1031,0.2279150332755948,PAY705845,2023-09-19,381228.31,90016.37
INV705846,221,PO705846,2024-11-07,330145.02,76021.24,Matched,PLN,4.3428,1.0639,0.2302661877129962,PAY705846,2024-12-30,330145.02,76268.86
INV705847,8,PO705847,2024-01-23,78322.24,18297.88,Mismatch,PLN,4.2804,1.0803,0.2336230258854312,PAY705847,2024-03-20,78322.24,18056.17
INV705848,74,PO705848,2024-10-28,81856.32,18918.88,Matched,PLN,4.3267,1.0801,0.2311230267871588,PAY705848,2024-11-22,81856.32,19040.78
INV705849,51,PO705849,2024-07-14,104682.71,104682.71,Matched,EUR,4.3202,1.1037,1.0,PAY705849,2024-09-02,104682.71,104682.71
INV705850,70,PO705850,2024-12-23,29276.46,29276.46,Matched,EUR,4.195,1.0712,1.0,PAY705850,,,
INV705851,146,PO705851,2025-01-27,409975.96,,Matched,PLN,,,,PAY705851,2025-03-20,409975.96,
INV705852,150,PO705852,2025-02-18,46072.13,46072.13,Mismatch,EUR,,,1.0,PAY705852,,,
INV705854,159,PO705854,2024-09-22,467404.1,108067.81,Matched,PLN,4.3251,1.1278,0.2312085269704746,PAY705854,2024-10-27,467404.1,110255.02
INV705855,27,PO705855,2023-10-14,72698.8,72698.8,Matched,EUR,4.3267,1.0885,1.0,PAY705855,2023-12-07,72698.8,72698.8
INV705856,52,PO705856,2024-03-30,84559.24,84559.24,Matched,EUR,4.3556,1.0821,1.0,PAY705856,2024-05-29,84559.24,84559.24
INV705857,112,PO705857,2024-06-11,79389.48,79389.48,Matched,EUR,4.286,1.0822,1.0,PAY705857,2024-07-23,79389.48,79389.48
INV705858,179,PO705858,2024-02-14,706128.99,163304.58,Matched,PLN,4.324,1.0873,0.2312673450508788,PAY705858,,,
INV705859,138,PO705859,2022-04-05,11853.42,11853.42,Matched,EUR,4.3623,1.0754,1.0,PAY705859,2022-05-04,11853.42,11853.42
INV705860,114,PO705860,2023-05-04,54305.61,54305.61,Matched,EUR,4.3129,1.0944,1.0,PAY705860,2023-07-02,54305.61,54305.61
INV705861,84,PO705861,2024-01-27,435485.32,103480.02,Matched,PLN,4.2084,1.1048,0.23761999809904,PAY705861,2024-03-18,435485.32,98595.24
INV705862,9,PO705862,2022-11-20,43722.62,43722.62,Matched,EUR,4.3122,1.1253,1.0,PAY705862,2023-01-19,43722.62,43722.62
INV705863,129,PO705863,2023-05-19,83576.9,19260.9,Mismatch,PLN,4.3392,1.1089,0.230457227138643,PAY705863,2023-06-15,83576.9,19342.47
INV705865,77,PO705865,2022-08-28,23035.02,23035.02,Matched,EUR,4.3289,1.0938,1.0,PAY705865,2022-10-15,23035.02,23035.02
INV705866,38,PO705866,2023-05-28,79719.52,18555.82,Matched,PLN,4.2962,1.1101,0.2327638378101578,PAY705866,2023-07-15,79719.52,18375.33
INV705867,121,PO705867,2022-10-21,96676.06,88095.55,Matched,USD,4.2709,1.0974,0.911244760342628,PAY705867,2022-12-14,96676.06,89672.63
INV705868,239,PO705868,2024-03-11,11728.8,11728.8,Matched,EUR,4.2002,1.0859,1.0,PAY705868,2024-04-06,11728.8,11728.8
INV705869,78,PO705869,2024-01-23,392686.81,91740.68,Matched,PLN,4.2804,1.0803,0.2336230258854312,PAY705869,2024-02-21,392686.81,91343.76
INV705870,92,PO705870,2023-01-22,209019.11,209019.11,Matched,EUR,4.2539,1.0936,1.0,PAY705870,2023-03-17,209019.11,209019.11
INV705871,191,PO705871,2022-09-17,639074.33,152287.46,Matched,PLN,4.1965,1.0541,0.2382938162754676,PAY705871,2022-11-15,639074.33,145287.09
INV705872,96,PO705872,2022-08-20,62968.4,14476.49,Matched,PLN,4.3497,1.0779,0.2299009127066234,PAY705872,,,
INV705873,156,PO705873,2024-10-23,200482.92,200482.92,Matched,EUR,4.3398,1.0458,1.0,PAY705873,2024-12-19,200482.92,200482.92
INV705874,184,PO705874,2022-11-06,783779.12,182780.05,Mismatch,PLN,4.2881,1.0698,0.2332035167090319,PAY705874,2022-12-03,783779.12,180054.93
INV705875,141,PO705875,2023-02-25,33090.75,33090.75,Matched,EUR,4.2535,1.0984,1.0,PAY705875,2023-04-02,33090.75,33090.75
INV705876,148,PO705876,2023-10-01,1225829.87,291697.57,Matched,PLN,4.2024,1.1076,0.2379592613744527,PAY705876,2023-11-12,1225829.87,288145.8
INV705877,135,PO705877,2022-06-28,44415.6,44415.6,Matched,EUR,4.2682,1.0866,1.0,PAY705877,2022-08-04,44415.6,44415.6
INV705878,25,PO705878,2022-12-15,195319.66,195319.66,Matched,EUR,4.2931,1.0892,1.0,PAY705878,2023-02-07,195319.66,195319.66
INV705879,45,PO705879,2023-04-24,28197.99,28197.99,Matched,EUR,4.3022,1.0792,1.0,PAY705879,2023-05-28,28197.99,28197.99
INV705880,14,PO705880,2024-08-21,144647.42,144647.42,Matched,EUR,4.3324,1.0895,1.0,PAY705880,2024-10-14,144647.42,144647.42
INV705881,62,PO705881,2022-02-25,533043.84,123484.11,Matched,PLN,4.3167,1.1408,0.2316584427919475,PAY705881,,,
INV705882,159,PO705882,2025-01-16,703158.63,,Matched,PLN,,,,PAY705882,2025-02-20,703158.63,
INV705883,243,PO705883,2022-08-19,975660.86,227384.37,Matched,PLN,4.2908,1.093,0.2330567726298126,PAY705883,2022-10-10,975660.86,228518.76
INV705884,226,PO705884,2022-08-06,937508.03,214292.45,Matched,PLN,4.3749,1.0795,0.2285766531806441,PAY705884,2022-10-20,937508.03,219233.46
INV705885,80,PO705885,2025-02-22,306687.36,306687.36,Matched,EUR,,,1.0,PAY705885,,,
INV705886,66,PO705886,2022-04-10,420279.03,97340.89,Matched,PLN,4.3176,1.123,0.2316101537891421,PAY705886,2022-05-06,420279.03,98099.77
INV705887,29,PO705887,2022-05-10,309339.3,72241.78,Matched,PLN,4.282,1.0993,0.2335357309668379,PAY705887,2022-06-18,309339.3,71775.79
INV705888,73,PO705888,2023-11-07,420986.36,97903.8,Matched,PLN,4.3,1.0841,0.2325581395348837,PAY705888,2023-12-13,420986.36,100273.05
INV705891,163,PO705891,2024-11-23,746657.62,171405.07,Matched,PLN,4.3561,1.1088,0.2295631413420261,PAY705891,2024-12-30,746657.62,172490.04
INV705892,230,PO705892,2024-03-08,85016.99,76474.76,Matched,USD,4.3071,1.1117,0.8995232526760818,PAY705892,2024-05-01,85016.99,76945.42
INV705893,131,PO705893,2024-07-03,146710.68,146710.68,Matched,EUR,4.3088,1.1079,1.0,PAY705893,2024-08-21,146710.68,146710.68
INV705894,176,PO705894,2022-07-02,738183.41,172896.92,Matched,PLN,4.2695,1.0742,0.2342194636374282,PAY705894,2022-08-01,738183.41,174034.19
