POID,Line,ReceiptDate,QtyReceived,OnTimeFlag
PO706585,5,2022-04-27,18,False
PO706585,6,2022-04-02,60,False
PO706585,6,2022-04-08,57,False
PO706586,1,2024-02-03,3,False
PO706586,1,2024-02-06,2,False
PO706586,2,2024-01-19,9,False
PO706586,3,2024-02-14,30,False
PO706586,4,2024-02-01,50,True
PO706586,5,2024-02-07,36,True
PO706586,6,2024-03-12,7,True
PO706587,1,2024-06-02,14,False
PO706587,2,2024-06-05,13,False
PO706587,3,2024-06-06,13,False
PO706588,1,2023-03-22,12,True
PO706588,2,2023-02-14,10,False
PO706588,2,2023-02-17,6,False
PO706589,1,2023-01-19,30,False
PO706589,2,2022-12-23,40,False
PO706590,1,2023-09-06,43,False
PO706590,2,2023-08-16,169,False
PO706590,3,2023-07-12,2,False
PO706590,4,2023-07-20,46,False
PO706590,5,2023-08-28,190,True
PO706591,1,2023-05-04,8,True
PO706591,2,2023-04-06,70,True
PO706592,1,2022-07-24,19,False
PO706592,2,2022-06-29,13,True
PO706592,3,2022-06-21,39,False
PO706593,1,2024-07-26,16,False
PO706593,1,2024-08-05,6,False
PO706593,2,2024-08-08,34,False
PO706593,3,2024-07-03,35,True
PO706593,4,2024-08-23,39,False
PO706593,4,2024-08-26,33,False
PO706594,1,2022-06-29,21,False
PO706595,1,2023-05-18,6,False
PO706595,1,2023-05-24,5,False
PO706596,1,2022-01-21,7,False
PO706596,1,2022-01-27,6,False
PO706596,2,2022-03-06,8,True
PO706596,3,2022-03-25,6,False
PO706596,4,2022-02-21,20,True
PO706597,1,2024-11-16,6,False
PO706597,2,2024-10-15,3,True
PO706597,3,2024-11-02,9,False
PO706597,4,2024-11-27,138,True
PO706597,5,2024-09-26,141,False
PO706597,5,2024-09-27,61,False
PO706597,6,2024-12-06,108,False
PO706598,1,2024-04-11,24,True
PO706598,2,2024-04-18,136,False
PO706598,3,2024-04-02,3,True
PO706598,4,2024-05-04,182,False
PO706598,5,2024-04-23,18,False
PO706598,6,2024-04-05,23,False
PO706599,1,2024-10-24,30,True
PO706599,2,2024-10-11,24,False
PO706599,3,2024-09-02,10,True
PO706599,4,2024-09-16,90,True
PO706600,1,2024-04-10,3,False
PO706600,1,2024-04-18,3,False
PO706600,2,2024-06-03,10,True
PO706600,3,2024-06-24,118,False
PO706600,4,2024-06-17,10,True
PO706600,5,2024-04-24,58,False
PO706600,6,2024-05-12,8,True
PO706601,1,2023-06-01,23,False
PO706601,2,2023-04-28,17,False
PO706601,3,2023-05-18,22,True
PO706601,4,2023-04-25,38,False
PO706601,5,2023-06-03,45,False
PO706601,6,2023-04-10,39,True
PO706601,6,2023-04-18,30,True
PO706602,1,2023-02-25,14,False
PO706602,2,2023-02-11,11,False
PO706602,3,2023-04-09,17,True
PO706602,4,2023-04-01,19,False
PO706602,5,2023-02-18,4,False
PO706603,1,2023-07-29,17,False
PO706603,1,2023-08-04,12,False
PO706603,2,2023-09-18,8,True
PO706603,3,2023-09-06,15,False
PO706603,3,2023-09-08,8,False
PO706603,4,2023-09-28,17,False
PO706604,1,2023-05-10,10,False
PO706604,2,2023-04-26,1,False
PO706604,3,2023-04-05,111,False
PO706604,3,2023-04-12,69,False
PO706604,4,2023-05-25,14,False
PO706604,4,2023-06-02,15,False
PO706604,5,2023-03-31,42,False
PO706605,1,2023-05-17,33,False
PO706605,2,2023-05-12,185,True
PO706605,3,2023-05-08,120,True
PO706605,4,2023-06-23,52,True
PO706605,4,2023-06-29,60,True
PO706605,5,2023-05-30,143,True
PO706605,6,2023-05-01,9,True
PO706606,1,2023-12-05,46,False
PO706607,1,2023-11-30,97,True
PO706607,2,2023-12-13,115,False
PO706607,3,2023-10-22,9,True
PO706607,3,2023-10-30,6,True
PO706607,4,2023-12-26,8,False
PO706607,5,2023-12-19,61,True
PO706608,1,2023-06-21,62,True
PO706608,2,2023-07-07,201,False
PO706608,3,2023-06-14,24,False
PO706608,4,2023-07-12,91,False
PO706609,1,2024-04-03,32,True
PO706609,2,2024-02-21,22,True
PO706610,1,2023-07-15,38,False
PO706610,2,2023-06-29,43,False
PO706611,1,2024-11-13,9,False
PO706611,1,2024-11-20,7,False
PO706612,1,2022-02-10,17,True
PO706612,2,2022-01-26,22,False
PO706612,3,2022-04-08,13,False
PO706612,3,2022-04-15,6,False
PO706612,4,2022-02-09,56,True
PO706612,5,2022-01-25,16,True
PO706612,6,2022-03-19,20,False
PO706613,1,2024-06-01,25,False
PO706614,1,2024-02-21,12,True
PO706614,2,2024-03-27,11,True
PO706614,3,2024-01-26,22,True
PO706615,1,2022-02-16,41,False
PO706615,1,2022-02-24,40,False
PO706615,2,2022-04-18,3,True
PO706615,3,2022-03-08,11,False
PO706616,1,2024-05-12,90,False
PO706616,2,2024-05-12,8,False
PO706616,3,2024-05-13,10,False
PO706616,3,2024-05-16,5,False
PO706616,4,2024-03-20,145,True
PO706616,5,2024-04-21,41,False
PO706617,1,2024-05-11,73,True
PO706617,2,2024-04-18,8,False
PO706617,3,2024-04-16,7,False
PO706617,4,2024-04-26,88,True
PO706618,1,2023-10-27,3,False
PO706618,2,2023-10-26,6,True
PO706618,3,2023-11-02,12,True
PO706618,4,2023-12-26,76,True
PO706618,4,2023-12-28,41,True
PO706619,1,2023-10-12,3,False
PO706619,2,2023-10-06,47,False
PO706619,2,2023-10-16,62,False
PO706619,3,2023-10-30,5,True
PO706620,1,2023-07-17,30,True
PO706620,2,2023-06-02,39,False
PO706620,3,2023-07-14,13,True
PO706620,3,2023-07-17,15,True
PO706621,1,2022-11-07,9,False
PO706621,1,2022-11-14,3,False
PO706621,2,2022-10-05,12,True
PO706621,3,2022-09-06,20,True
PO706621,4,2022-09-28,24,False
PO706621,5,2022-09-28,4,False
PO706621,5,2022-10-04,3,False
PO706621,6,2022-11-14,46,False
PO706622,1,2022-06-10,88,False
PO706622,2,2022-08-01,35,True
PO706622,3,2022-08-05,15,False
PO706622,4,2022-08-06,26,False
PO706623,1,2023-10-23,15,True
PO706623,2,2023-10-13,19,False
PO706624,1,2024-06-14,3,False
PO706624,1,2024-06-17,6,False
PO706624,2,2024-04-11,14,True
PO706624,3,2024-06-03,6,True
PO706624,3,2024-06-10,4,True
PO706624,4,2024-05-26,228,True
PO706624,5,2024-05-01,42,False
PO706625,1,2024-08-18,8,False
PO706625,1,2024-08-20,8,False
PO706625,2,2024-07-13,34,False
PO706625,3,2024-07-09,47,True
PO706625,4,2024-07-28,124,True
PO706625,5,2024-08-09,28,True
PO706625,6,2024-08-11,14,True
PO706626,1,2024-02-12,24,True
PO706627,1,2025-02-01,99,True
PO706628,1,2023-06-15,16,False
PO706628,2,2023-07-25,30,True
PO706628,3,2023-07-16,6,False
PO706628,4,2023-07-06,14,False
PO706628,5,2023-08-05,209,False
PO706628,6,2023-06-27,4,True
PO706628,6,2023-06-29,3,True
PO706629,1,2022-04-24,10,False
PO706629,2,2022-04-20,27,True
PO706629,2,2022-04-25,22,True
PO706630,1,2022-06-01,9,False
PO706630,1,2022-06-03,9,False
PO706630,2,2022-07-07,12,False
PO706630,3,2022-06-04,2,False
PO706631,1,2025-01-17,17,False
PO706631,2,2024-12-22,49,True
PO706632,1,2022-10-17,5,True
PO706632,2,2022-11-28,211,True
PO706632,3,2022-12-08,13,False
PO706632,3,2022-12-15,14,False
PO706632,4,2022-10-20,96,False
PO706632,5,2022-12-05,64,True
PO706633,1,2022-09-07,229,True
PO706633,2,2022-11-02,13,False
PO706633,3,2022-11-07,8,True
PO706633,4,2022-10-08,63,False
PO706633,5,2022-10-21,32,False
PO706634,1,2022-10-28,22,False
PO706635,1,2023-08-17,27,False
PO706635,2,2023-09-05,8,True
PO706635,3,2023-09-08,5,True
PO706635,4,2023-10-04,33,False
PO706635,5,2023-08-04,9,True
PO706635,5,2023-08-11,13,True
PO706636,1,2024-06-14,71,False
PO706636,2,2024-08-02,148,False
PO706636,3,2024-07-11,27,True
PO706636,4,2024-07-09,15,True
PO706637,1,2023-12-01,14,True
PO706637,1,2023-12-04,11,True
PO706638,1,2022-04-14,86,False
PO706638,2,2022-04-10,5,False
PO706638,2,2022-04-13,3,False
PO706638,3,2022-03-06,2,False
PO706639,1,2023-04-26,16,False
PO706639,2,2023-04-18,172,False
PO706639,3,2023-04-14,237,False
PO706640,1,2022-05-09,12,True
PO706640,2,2022-05-09,75,True
PO706641,1,2025-01-18,15,False
PO706641,2,2025-02-04,27,True
PO706641,3,2025-03-01,22,True
PO706642,1,2024-10-13,90,True
PO706642,2,2024-10-27,211,False
PO706642,3,2024-10-09,62,False
PO706642,4,2024-11-14,111,False
PO706643,1,2022-07-18,30,True
PO706644,1,2022-10-18,120,False
PO706644,2,2022-11-09,37,False
PO706644,3,2022-09-21,12,True
PO706645,1,2024-11-09,93,False
PO706645,2,2024-12-07,17,False
PO706645,3,2024-10-26,11,False
PO706645,4,2024-10-29,165,False
PO706645,5,2024-10-31,22,True
PO706646,1,2024-02-28,13,True
PO706646,2,2024-03-20,131,True
PO706646,3,2024-03-17,3,False
PO706647,1,2022-04-08,9,False
PO706647,2,2022-04-14,3,True
PO706647,3,2022-02-10,6,False
PO706647,4,2022-03-15,46,True
PO706648,1,2023-02-21,8,False
PO706648,1,2023-02-22,7,False
PO706648,2,2023-04-25,3,False
PO706648,3,2023-03-24,36,False
PO706648,4,2023-04-01,7,False
PO706648,5,2023-02-27,80,True
PO706648,6,2023-04-03,3,False
PO706649,1,2024-04-27,104,False
PO706649,2,2024-04-30,20,False
PO706649,2,2024-05-01,12,False
PO706649,3,2024-05-29,68,True
PO706650,1,2024-12-29,164,True
PO706650,2,2025-01-25,45,False
PO706650,3,2024-12-22,17,False
PO706651,1,2024-08-29,22,False
PO706651,2,2024-07-29,22,True
PO706651,3,2024-07-10,32,False
PO706651,4,2024-07-10,23,True
PO706651,4,2024-07-18,12,True
PO706652,1,2022-09-19,3,True
PO706652,2,2022-10-10,36,True
PO706652,3,2022-10-10,19,True
PO706652,4,2022-10-04,36,False
PO706652,5,2022-09-18,16,False
PO706652,6,2022-10-06,4,True
PO706653,1,2023-12-13,6,False
PO706653,2,2023-11-26,7,True
PO706653,2,2023-11-27,7,True
PO706653,3,2023-10-31,83,True
PO706653,4,2023-12-05,17,True
PO706653,4,2023-12-08,20,True
PO706653,5,2023-11-08,62,True
PO706653,6,2023-11-13,1,True
PO706654,1,2023-04-24,16,False
PO706654,2,2023-05-07,7,True
PO706654,3,2023-06-11,18,True
PO706654,4,2023-06-13,8,False
PO706654,5,2023-06-12,27,False
PO706654,6,2023-06-12,12,True
PO706655,1,2022-09-29,30,False
PO706655,2,2022-08-18,13,False
PO706655,3,2022-08-26,93,False
PO706655,4,2022-09-26,13,False
PO706655,5,2022-08-09,14,True
PO706655,5,2022-08-10,21,True
PO706656,1,2023-08-31,16,False
PO706656,2,2023-07-28,160,False
PO706656,3,2023-07-19,30,False
PO706656,4,2023-09-03,23,True
PO706657,1,2025-01-28,19,True
PO706657,2,2025-01-06,30,False
PO706657,3,2025-01-02,15,False
PO706657,4,2025-01-22,2,True
PO706658,1,2024-01-26,11,False
PO706658,2,2023-12-04,17,False
PO706658,3,2024-01-11,7,True
PO706658,3,2024-01-18,9,True
PO706658,4,2023-12-18,1,True
PO706659,1,2023-10-29,139,True
PO706659,2,2023-12-06,18,True
PO706659,3,2023-12-16,18,True
PO706659,4,2023-12-20,41,False
PO706659,5,2023-11-14,1,False
PO706660,1,2023-06-20,21,False
PO706660,2,2023-06-29,10,True
PO706660,3,2023-07-10,201,False
PO706661,1,2024-12-19,21,False
PO706661,2,2024-11-27,3,False
PO706661,3,2025-01-23,114,False
PO706661,4,2024-12-30,38,False
PO706661,5,2024-11-28,3,False
PO706662,1,2022-05-25,228,False
PO706662,2,2022-06-30,198,False
PO706663,1,2024-02-13,30,True
PO706663,2,2024-04-27,149,False
PO706663,3,2024-03-11,52,True
PO706663,4,2024-04-20,28,False
PO706663,5,2024-04-17,10,False
PO706664,1,2024-03-20,19,True
PO706664,1,2024-03-28,9,True
PO706664,2,2024-02-12,5,True
PO706664,3,2024-01-19,13,False
PO706664,4,2024-02-21,54,False
PO706664,4,2024-02-26,48,False
PO706664,5,2024-02-21,8,False
PO706664,5,2024-02-27,10,False
PO706664,6,2024-03-22,214,False
PO706665,1,2022-04-26,20,True
PO706665,2,2022-02-26,149,True
PO706665,3,2022-04-26,189,False
PO706665,4,2022-02-24,41,False
PO706665,5,2022-03-21,62,False
PO706666,1,2023-03-07,4,True
PO706666,1,2023-03-08,5,True
PO706666,2,2023-03-22,23,False
PO706667,1,2022-12-05,104,True
PO706667,2,2023-01-25,1,True
PO706667,3,2023-01-24,77,True
PO706667,4,2022-12-06,224,True
PO706667,5,2022-12-29,50,True
PO706668,1,2024-10-28,22,True
PO706668,2,2024-10-20,34,False
PO706668,2,2024-10-25,16,False
PO706668,3,2024-09-23,15,True
PO706668,4,2024-09-25,35,False
PO706668,5,2024-11-14,11,False
PO706669,1,2025-03-20,20,False
PO706669,2,2025-02-12,16,False
PO706669,3,2025-01-09,12,True
PO706669,3,2025-01-10,6,True
PO706669,4,2025-02-07,76,False
PO706669,5,2025-01-12,23,False
PO706669,6,2025-02-13,1,False
PO706669,6,2025-02-21,2,False
PO706670,1,2022-10-15,21,False
PO706670,2,2022-11-22,69,True
PO706671,1,2023-12-17,26,False
PO706671,2,2023-12-21,205,False
PO706671,3,2023-12-20,3,False
PO706672,1,2023-06-23,13,True
PO706672,1,2023-06-30,15,True
PO706672,2,2023-07-03,16,True
PO706672,3,2023-08-22,31,False
PO706672,4,2023-07-26,57,False
PO706672,5,2023-06-14,57,True
PO706673,1,2024-12-21,14,True
PO706673,1,2024-12-23,5,True
PO706673,2,2025-01-12,6,True
PO706673,3,2024-12-23,102,True
PO706673,4,2024-12-26,37,True
PO706673,5,2024-11-27,19,False
PO706673,6,2024-12-02,35,True
PO706674,1,2022-11-19,2,True
PO706674,1,2022-11-25,1,True
PO706674,2,2022-11-24,11,False
PO706675,1,2024-07-17,11,True
PO706675,2,2024-10-02,258,False
PO706675,3,2024-07-30,11,True
PO706675,3,2024-08-07,10,True
PO706675,4,2024-07-23,5,True
PO706675,5,2024-08-10,4,True
PO706676,1,2022-08-03,2,False
PO706676,2,2022-07-26,6,True
PO706676,3,2022-08-12,5,False
PO706677,1,2024-09-07,15,False
PO706677,2,2024-08-20,177,True
PO706678,1,2024-07-22,6,True
PO706678,2,2024-07-07,14,True
PO706678,3,2024-07-09,17,False
PO706678,4,2024-06-09,62,True
PO706679,1,2023-07-13,42,False
PO706680,1,2024-08-14,10,False
PO706680,1,2024-08-21,5,False
PO706681,1,2022-10-01,12,True
PO706681,2,2022-11-25,1,False
PO706682,1,2024-07-11,12,False
PO706683,1,2023-10-03,32,True
PO706684,1,2024-01-16,24,True
PO706684,2,2024-01-06,34,True
PO706684,3,2023-12-20,32,False
PO706684,3,2023-12-27,40,False
PO706684,4,2023-12-18,18,False
PO706684,5,2023-12-26,19,False
PO706685,1,2024-02-20,61,True
PO706686,1,2022-09-10,11,False
PO706686,2,2022-08-15,16,True
PO706686,3,2022-08-05,49,False
PO706686,4,2022-09-18,26,False
PO706686,5,2022-08-11,134,False
PO706686,6,2022-07-24,36,False
PO706687,1,2022-03-29,5,False
PO706687,2,2022-05-26,12,False
PO706687,3,2022-04-22,10,False
PO706688,1,2023-08-01,3,True
PO706688,1,2023-08-02,3,True
PO706688,2,2023-10-22,31,False
PO706688,3,2023-09-18,13,True
PO706688,4,2023-07-29,32,False
PO706688,5,2023-08-26,15,False
PO706688,6,2023-10-14,28,False
PO706689,1,2024-04-29,81,False
PO706689,2,2024-02-15,75,True
PO706689,3,2024-03-18,12,True
PO706689,4,2024-04-08,79,True
PO706689,5,2024-05-05,237,False
PO706689,6,2024-03-31,13,False
PO706689,6,2024-04-03,16,False
PO706690,1,2024-10-20,17,False
PO706691,1,2024-11-10,22,True
PO706691,2,2024-11-04,53,True
PO706691,3,2024-10-20,34,False
PO706691,3,2024-10-21,26,False
PO706692,1,2023-09-01,9,False
PO706692,2,2023-10-08,52,False
PO706692,2,2023-10-09,51,False
PO706693,1,2023-04-01,38,False
PO706693,2,2023-04-20,161,False
PO706693,3,2023-04-11,13,True
PO706693,4,2023-03-22,3,True
PO706693,5,2023-04-28,1,False
PO706694,1,2025-02-20,23,False
PO706694,1,2025-02-21,12,False
PO706694,2,2025-01-31,29,False
PO706694,3,2025-02-22,64,False
PO706695,1,2023-05-26,93,False
PO706695,2,2023-05-27,19,False
PO706695,2,2023-06-01,13,False
PO706695,3,2023-03-29,10,False
PO706696,1,2023-06-10,4,False
PO706696,1,2023-06-14,3,False
PO706696,2,2023-07-13,5,False
PO706696,3,2023-05-14,4,False
PO706696,3,2023-05-19,5,False
PO706696,4,2023-06-19,2,False
PO706697,1,2022-10-07,112,False
PO706697,1,2022-10-11,95,False
PO706697,2,2022-09-18,2,True
PO706697,3,2022-11-28,6,True
PO706697,4,2022-11-07,102,True
PO706697,5,2022-11-16,3,True
PO706697,6,2022-10-16,35,False
PO706697,6,2022-10-17,38,False
PO706698,1,2022-12-20,12,True
PO706698,2,2022-12-18,8,True
PO706698,3,2023-01-15,21,False
PO706698,4,2022-12-08,6,False
PO706698,4,2022-12-12,8,False
PO706699,1,2024-01-24,1,False
PO706699,2,2024-02-10,8,False
PO706700,1,2024-08-30,16,False
PO706700,2,2024-07-16,19,True
PO706700,2,2024-07-23,9,True
PO706700,3,2024-07-14,13,True
PO706700,3,2024-07-16,7,True
PO706701,1,2023-12-11,11,False
PO706701,1,2023-12-15,7,False
PO706701,2,2024-01-02,83,False
PO706701,3,2023-11-04,114,False
PO706701,3,2023-11-09,136,False
PO706702,1,2023-04-08,112,False
PO706702,2,2023-02-07,7,True
PO706702,2,2023-02-13,5,True
PO706702,3,2023-02-22,13,False
PO706702,4,2023-04-07,19,False
PO706702,5,2023-03-12,5,False
PO706702,5,2023-03-20,5,False
PO706703,1,2023-04-17,7,True
PO706704,1,2023-01-15,2,True
PO706704,1,2023-01-16,1,True
PO706704,2,2022-12-26,110,True
PO706704,3,2022-12-16,3,False
PO706705,1,2023-10-01,6,False
PO706705,2,2023-10-16,112,True
PO706705,2,2023-10-24,105,True
PO706706,1,2024-07-21,19,False
PO706706,2,2024-05-11,8,True
PO706706,3,2024-05-02,5,False
PO706706,3,2024-05-10,3,False
PO706706,4,2024-05-25,24,False
PO706706,5,2024-06-27,9,False
PO706707,1,2022-10-07,31,False
PO706707,2,2022-10-12,13,True
PO706708,1,2024-01-17,16,True
PO706708,2,2024-02-02,13,False
PO706708,3,2024-03-03,16,True
PO706708,4,2024-03-15,7,False
PO706709,1,2022-04-23,74,False
PO706709,2,2022-03-14,227,True
PO706709,3,2022-03-23,36,True
PO706709,4,2022-05-11,108,False
PO706709,5,2022-04-19,7,False
PO706709,6,2022-03-31,26,False
PO706710,1,2023-02-08,59,True
PO706710,2,2023-01-11,11,True
PO706710,3,2023-01-29,44,False
PO706710,3,2023-02-02,48,False
PO706711,1,2023-08-09,3,False
PO706711,2,2023-08-09,8,False
PO706711,3,2023-08-28,9,False
PO706711,4,2023-08-23,48,False
PO706712,1,2023-05-11,13,True
PO706712,2,2023-05-10,39,True
PO706713,1,2024-03-28,14,False
PO706713,2,2024-03-29,36,False
PO706713,3,2024-02-21,29,True
PO706713,4,2024-03-28,3,False
PO706714,1,2024-10-30,12,False
PO706715,1,2024-07-28,97,False
PO706715,1,2024-07-31,129,False
PO706715,2,2024-08-21,27,False
PO706715,3,2024-08-30,81,False
PO706715,3,2024-09-09,81,False
PO706715,4,2024-07-08,1,True
PO706715,4,2024-07-15,2,True
PO706715,5,2024-08-20,24,False
PO706716,1,2022-10-04,19,False
PO706716,1,2022-10-05,10,False
PO706716,2,2022-10-03,17,False
PO706716,3,2022-11-01,1,False
PO706716,4,2022-09-12,112,True
PO706716,5,2022-09-17,12,False
PO706716,6,2022-11-25,159,False
PO706717,1,2023-09-10,17,True
PO706717,2,2023-10-03,38,True
PO706717,2,2023-10-06,23,True
PO706717,3,2023-10-06,17,True
PO706717,4,2023-10-31,10,True
PO706718,1,2023-04-10,19,False
PO706718,2,2023-03-23,47,True
PO706718,2,2023-03-30,43,True
PO706718,3,2023-02-23,7,False
PO706719,1,2024-10-05,16,False
PO706719,2,2024-11-23,126,False
PO706720,1,2024-12-15,7,True
PO706720,2,2024-11-06,7,True
PO706721,1,2024-07-26,8,False
PO706721,1,2024-08-02,5,False
PO706722,1,2024-10-31,23,False
PO706722,2,2024-12-08,5,True
PO706722,3,2024-11-28,28,True
PO706723,1,2024-10-17,62,False
PO706723,2,2024-12-28,38,False
PO706723,3,2024-11-27,38,False
PO706723,4,2024-10-26,232,True
PO706723,5,2024-11-28,27,False
PO706724,1,2024-04-29,13,True
PO706724,2,2024-04-15,28,True
PO706724,3,2024-05-10,74,True
PO706725,1,2023-06-17,17,False
PO706725,2,2023-08-03,34,False
PO706726,1,2024-05-29,14,False
PO706727,1,2024-09-25,6,False
PO706727,2,2024-08-25,5,False
PO706727,3,2024-09-26,9,False
PO706728,1,2024-03-08,32,False
PO706728,2,2024-02-15,90,False
PO706728,2,2024-02-16,127,False
PO706728,3,2024-02-23,25,False
PO706729,1,2023-06-04,54,False
PO706729,2,2023-05-18,28,False
PO706729,3,2023-06-05,11,True
PO706729,4,2023-06-18,16,True
PO706729,4,2023-06-19,13,True
PO706729,5,2023-04-08,57,True
PO706730,1,2024-08-03,29,False
PO706730,2,2024-05-29,47,False
PO706730,2,2024-05-30,60,False
PO706730,3,2024-07-20,5,True
PO706730,4,2024-07-12,29,False
PO706730,5,2024-05-18,26,True
PO706731,1,2022-05-22,19,True
PO706731,2,2022-05-06,120,True
PO706731,2,2022-05-10,112,True
PO706732,1,2022-11-21,112,True
PO706732,2,2022-09-22,32,False
PO706732,3,2022-10-17,14,True
PO706732,4,2022-09-14,3,True
PO706732,5,2022-10-26,14,True
PO706733,1,2024-09-20,14,False
PO706733,2,2024-09-26,22,False
PO706734,1,2022-08-01,6,True
PO706734,2,2022-08-21,3,False
PO706735,1,2022-11-21,65,True
PO706735,2,2022-12-22,73,False
PO706735,3,2022-12-22,32,False
PO706735,4,2022-12-18,6,True
PO706736,1,2022-04-28,39,False
PO706736,2,2022-04-08,106,False
PO706736,3,2022-06-07,165,True
PO706736,4,2022-05-20,26,False
PO706737,1,2024-10-09,3,True
PO706737,2,2024-10-23,9,False
PO706737,3,2024-10-30,17,False
PO706737,4,2024-10-28,103,True
PO706737,5,2024-10-22,37,True
PO706737,6,2024-10-11,13,False
PO706737,6,2024-10-17,6,False
PO706738,1,2024-10-15,250,False
PO706738,2,2024-09-26,1,False
PO706739,1,2023-11-13,20,False
PO706739,2,2023-12-10,26,False
PO706739,3,2023-12-13,17,True
PO706739,4,2023-12-16,102,False
PO706739,5,2023-11-01,12,True
PO706739,6,2023-10-24,37,False
PO706740,1,2023-02-03,214,False
PO706740,2,2023-01-11,12,False
PO706740,3,2023-01-23,47,True
PO706741,1,2024-02-28,8,True
PO706741,2,2024-03-07,11,True
PO706741,3,2024-03-07,62,False
PO706741,4,2024-03-22,4,False
PO706741,4,2024-04-01,5,False
PO706741,5,2024-02-25,208,True
PO706742,1,2022-03-23,57,True
PO706742,2,2022-02-25,62,False
PO706742,3,2022-02-03,11,True
PO706742,4,2022-03-31,14,True
PO706742,5,2022-01-19,11,True
PO706742,5,2022-01-25,12,True
PO706742,6,2022-02-11,24,False
PO706743,1,2022-10-01,23,False
PO706743,1,2022-10-07,20,False
PO706743,2,2022-09-08,32,True
PO706743,3,2022-09-15,22,False
PO706743,4,2022-08-30,11,True
PO706744,1,2022-10-30,96,True
PO706744,2,2023-01-02,23,True
PO706744,3,2022-11-30,4,False
PO706744,3,2022-12-05,5,False
PO706744,4,2022-11-20,65,True
PO706744,5,2022-12-28,14,True
PO706745,1,2024-06-19,6,False
PO706745,1,2024-06-26,2,False
PO706745,2,2024-06-13,10,True
PO706745,2,2024-06-21,5,True
PO706745,3,2024-06-17,74,True
PO706745,4,2024-08-01,105,False
PO706745,5,2024-07-02,45,False
PO706745,6,2024-07-24,36,False
PO706746,1,2024-08-08,19,True
PO706746,2,2024-06-26,112,True
PO706747,1,2022-08-26,9,False
PO706747,2,2022-10-19,100,True
PO706747,3,2022-08-25,18,False
PO706748,1,2024-02-29,2,False
PO706748,2,2024-01-13,5,True
PO706748,3,2024-03-19,10,False
PO706748,4,2024-03-15,11,False
PO706748,5,2024-02-21,13,False
PO706748,6,2024-03-05,51,True
PO706749,1,2025-01-10,31,False
PO706749,2,2024-12-02,10,True
PO706749,3,2025-01-03,26,False
PO706749,4,2025-01-05,21,False
PO706749,5,2024-12-21,11,False
PO706749,6,2025-01-15,42,True
PO706750,1,2023-06-02,15,False
PO706751,1,2022-06-27,43,True
PO706751,1,2022-06-28,28,True
PO706751,2,2022-07-05,9,True
PO706752,1,2024-04-27,47,False
PO706752,2,2024-04-03,26,False
PO706752,3,2024-06-10,11,True
PO706752,3,2024-06-14,4,True
PO706753,1,2023-07-27,27,False
PO706753,2,2023-08-11,57,False
PO706753,3,2023-08-26,87,False
PO706753,4,2023-09-13,15,False
PO706754,1,2022-09-29,21,False
PO706754,2,2022-09-21,17,False
PO706754,3,2022-10-23,7,False
PO706754,3,2022-10-26,6,False
PO706754,4,2022-10-09,6,False
PO706754,4,2022-10-17,5,False
PO706754,5,2022-10-26,90,False
PO706755,1,2022-02-12,54,False
PO706755,1,2022-02-21,35,False
PO706755,2,2022-03-01,24,True
PO706755,3,2022-02-23,11,True
PO706755,3,2022-02-25,9,True
PO706755,4,2022-02-09,29,True
PO706756,1,2024-03-12,23,False
PO706756,2,2024-02-17,22,True
PO706757,1,2024-10-27,77,True
PO706757,2,2024-11-17,72,True
PO706757,3,2024-12-07,214,False
PO706758,1,2024-02-14,94,True
PO706758,2,2024-01-14,106,True
PO706758,3,2023-12-12,9,True
PO706758,4,2024-02-17,11,True
PO706758,4,2024-02-20,6,True
PO706759,1,2025-02-03,31,False
PO706759,1,2025-02-11,34,False
PO706760,1,2023-09-21,14,False
PO706760,2,2023-10-13,52,False
PO706760,3,2023-10-25,19,False
PO706760,4,2023-09-01,2,False
PO706760,5,2023-10-04,142,True
PO706760,6,2023-09-09,17,False
PO706761,1,2022-08-30,97,True
PO706761,2,2022-09-17,15,False
PO706762,1,2025-02-19,50,True
PO706762,2,2025-02-08,7,False
PO706762,3,2025-02-09,12,False
PO706762,4,2024-12-29,48,False
PO706763,1,2025-01-14,29,True
PO706763,2,2025-03-26,13,False
PO706763,3,2025-02-27,26,True
PO706763,4,2025-03-11,6,False
PO706763,5,2025-03-20,26,False
PO706764,1,2024-07-24,17,True
PO706765,1,2023-08-20,11,True
PO706765,2,2023-10-02,19,True
PO706766,1,2023-04-29,45,False
PO706766,2,2023-04-28,12,False
PO706766,3,2023-04-13,127,False
PO706766,4,2023-04-12,59,False
PO706767,1,2023-02-13,2,True
PO706767,1,2023-02-21,1,True
PO706767,2,2023-01-28,209,True
PO706767,3,2023-03-09,15,False
PO706767,4,2023-02-20,6,True
PO706767,5,2023-02-25,58,True
PO706767,6,2023-01-28,32,False
PO706768,1,2024-04-02,36,True
PO706768,2,2024-04-13,44,False
PO706768,3,2024-04-18,33,False
PO706768,4,2024-04-11,10,True
PO706769,1,2022-08-31,13,False
PO706769,2,2022-08-29,18,False
PO706769,3,2022-08-13,4,False
PO706770,1,2024-03-06,7,False
PO706771,1,2022-06-30,16,True
PO706771,2,2022-05-24,27,False
PO706772,1,2023-07-19,20,False
PO706772,2,2023-08-30,12,True
PO706773,1,2023-09-13,97,True
PO706773,2,2023-08-13,9,False
PO706773,2,2023-08-18,11,False
PO706773,3,2023-08-24,3,True
